tweet_id,text,created_at,state,party_mentioned,retweets,likes,text_clean,text_processed,sentiment,sentiment_score,dominant_topic,topic_probability,date
tweet_37,Another broken promise from politicians. #Republican2024 #Election2024,2025-05-07 17:25:07.674544,Florida,Republican,1,384,another broken promise from politicians republican election,another broken promise politicians republican,negative,0.8090128302574158,1,0.9448747,2025-05-07
tweet_38,Finally a candidate who listens to working people! #Republican2024 #Election2024,2025-05-22 17:25:07.674716,New York,Republican,8,232,finally a candidate who listens to working people republican election,finally listens working people republican,positive,0.7594895362854004,4,0.94134814,2025-05-22
tweet_39,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-05-03 17:25:07.674887,California,Democrat,23,115,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-05-03
tweet_40,Finally a candidate who listens to working people! #Democrat2024 #Election2024,2025-05-19 17:25:07.675059,Florida,Democrat,98,111,finally a candidate who listens to working people democrat election,finally listens working people democrat,positive,0.804597795009613,4,0.94134796,2025-05-19
tweet_41,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-04-28 17:25:07.675216,Texas,Republican,81,193,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-04-28
tweet_42,"Same old politics, nothing will change. #Republican2024 #Election2024",2025-05-23 17:25:07.675375,California,Republican,67,288,same old politics nothing will change republican election,old politics nothing change republican,negative,0.7597195506095886,3,0.94394654,2025-05-23
tweet_43,This candidate is out of touch with regular people. #Independent2024 #Election2024,2025-05-24 17:25:07.675531,California,Independent,32,175,this candidate is out of touch with regular people independent election,touch regular people independent,negative,0.8877984881401062,2,0.9272873,2025-05-24
tweet_44,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-05-04 17:25:07.675684,Pennsylvania,Democrat,50,437,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-05-04
tweet_45,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-06 17:25:07.675851,California,Democrat,27,366,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-06
tweet_46,"Same old politics, nothing will change. #Republican2024 #Election2024",2025-05-11 17:25:07.676008,New York,Republican,3,34,same old politics nothing will change republican election,old politics nothing change republican,negative,0.7597195506095886,3,0.94394654,2025-05-11
tweet_47,Candidate will speak at town hall meeting tomorrow. #Democrat2024 #Election2024,2025-04-28 17:25:07.676158,Pennsylvania,Democrat,5,98,candidate will speak at town hall meeting tomorrow democrat election,speak town hall meeting tomorrow democrat,neutral,0.9249477386474609,1,0.9534986,2025-04-28
tweet_48,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-10 17:25:07.676307,Pennsylvania,Republican,94,98,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-10
tweet_49,Voter registration deadline is next month. #Independent2024 #Election2024,2025-04-28 17:25:07.676455,Pennsylvania,Independent,31,470,voter registration deadline is next month independent election,voter registration deadline next month independent,neutral,0.9277944564819336,2,0.950038,2025-04-28
tweet_50,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-05-02 17:25:07.676608,Texas,Democrat,94,53,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-05-02
tweet_51,Another broken promise from politicians. #Independent2024 #Election2024,2025-05-05 17:25:07.676770,Texas,Independent,26,489,another broken promise from politicians independent election,another broken promise politicians independent,negative,0.8059149384498596,1,0.9448747,2025-05-05
tweet_52,Candidate will speak at town hall meeting tomorrow. #Republican2024 #Election2024,2025-05-18 17:25:07.676934,New York,Republican,47,38,candidate will speak at town hall meeting tomorrow republican election,speak town hall meeting tomorrow republican,neutral,0.9401732087135315,1,0.95349854,2025-05-18
tweet_53,Love the new healthcare plan - this will help so many families! #Independent2024 #Election2024,2025-05-09 17:25:07.677091,California,Independent,23,12,love the new healthcare plan this will help so many families independent election,love new healthcare plan help many families independent,positive,0.9835608005523682,1,0.96458066,2025-05-09
tweet_54,Great policy speech today! Really inspiring vision for the future. #Republican2024 #Election2024,2025-05-07 17:25:07.677249,California,Republican,7,493,great policy speech today really inspiring vision for the future republican election,great policy speech today really inspiring vision future republican,positive,0.9801842570304871,3,0.967819,2025-05-07
tweet_55,Voter registration deadline is next month. #Independent2024 #Election2024,2025-05-04 17:25:07.677490,Florida,Independent,97,321,voter registration deadline is next month independent election,voter registration deadline next month independent,neutral,0.9277944564819336,2,0.950038,2025-05-04
tweet_56,Weak debate performance. No real solutions offered. #Republican2024 #Election2024,2025-05-01 17:25:07.677657,Pennsylvania,Republican,21,313,weak debate performance no real solutions offered republican election,weak debate performance real solutions offered republican,negative,0.8771274089813232,4,0.9572163,2025-05-01
tweet_57,Candidate will speak at town hall meeting tomorrow. #Democrat2024 #Election2024,2025-05-21 17:25:07.677821,New York,Democrat,59,100,candidate will speak at town hall meeting tomorrow democrat election,speak town hall meeting tomorrow democrat,neutral,0.9249477386474609,1,0.9534986,2025-05-21
tweet_58,"Same old politics, nothing will change. #Republican2024 #Election2024",2025-05-20 17:25:07.677996,Florida,Republican,5,364,same old politics nothing will change republican election,old politics nothing change republican,negative,0.7597195506095886,3,0.94394654,2025-05-20
tweet_59,"Excellent debate performance. Clear, honest answers. #Independent2024 #Election2024",2025-05-19 17:25:07.678160,Florida,Independent,15,268,excellent debate performance clear honest answers independent election,excellent debate performance clear honest answers independent,positive,0.9280513525009155,3,0.9591121,2025-05-19
tweet_60,New poll shows tight race in key swing states. #Democrat2024 #Election2024,2025-05-08 17:25:07.678309,California,Democrat,62,274,new poll shows tight race in key swing states democrat election,new poll shows tight race key swing states democrat,neutral,0.8322589993476868,0,0.9644567,2025-05-08
tweet_61,Another broken promise from politicians. #Republican2024 #Election2024,2025-05-01 17:25:07.678462,Pennsylvania,Republican,61,278,another broken promise from politicians republican election,another broken promise politicians republican,negative,0.8090128302574158,1,0.9448747,2025-05-01
tweet_62,This candidate is out of touch with regular people. #Republican2024 #Election2024,2025-05-26 17:25:07.678615,Texas,Republican,0,238,this candidate is out of touch with regular people republican election,touch regular people republican,negative,0.8659353256225586,2,0.9272871,2025-05-26
tweet_63,Great policy speech today! Really inspiring vision for the future. #Republican2024 #Election2024,2025-05-06 17:25:07.678964,California,Republican,15,188,great policy speech today really inspiring vision for the future republican election,great policy speech today really inspiring vision future republican,positive,0.9801842570304871,3,0.967819,2025-05-06
tweet_64,Election day is approaching quickly. #Democrat2024 #Election2024,2025-04-28 17:25:07.679132,New York,Democrat,75,153,election day is approaching quickly democrat election,day approaching quickly democrat,neutral,0.6026833057403564,2,0.92728734,2025-04-28
tweet_65,Strong leadership when we need it most. #Democrat2024 #Election2024,2025-05-02 17:25:07.679287,Pennsylvania,Democrat,77,219,strong leadership when we need it most democrat election,strong leadership need democrat,positive,0.8735679984092712,4,0.9279941,2025-05-02
tweet_66,Great policy speech today! Really inspiring vision for the future. #Democrat2024 #Election2024,2025-05-13 17:25:07.679431,Florida,Democrat,68,203,great policy speech today really inspiring vision for the future democrat election,great policy speech today really inspiring vision future democrat,positive,0.9806103706359863,3,0.9678189,2025-05-13
tweet_67,Love the new healthcare plan - this will help so many families! #Republican2024 #Election2024,2025-05-20 17:25:07.679582,Florida,Republican,32,253,love the new healthcare plan this will help so many families republican election,love new healthcare plan help many families republican,positive,0.9839757680892944,1,0.96458066,2025-05-20
tweet_68,Another broken promise from politicians. #Democrat2024 #Election2024,2025-05-05 17:25:07.679743,Pennsylvania,Democrat,99,289,another broken promise from politicians democrat election,another broken promise politicians democrat,negative,0.8151327967643738,1,0.94487476,2025-05-05
tweet_69,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-05-08 17:25:07.679914,Texas,Democrat,95,256,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-05-08
tweet_70,"Same old politics, nothing will change. #Independent2024 #Election2024",2025-05-25 17:25:07.680065,California,Independent,91,383,same old politics nothing will change independent election,old politics nothing change independent,negative,0.7021893858909607,3,0.9439464,2025-05-25
tweet_71,This candidate is out of touch with regular people. #Democrat2024 #Election2024,2025-05-24 17:25:07.680264,Florida,Democrat,32,416,this candidate is out of touch with regular people democrat election,touch regular people democrat,negative,0.8761662244796753,2,0.9272873,2025-05-24
tweet_72,Campaign rally scheduled for this weekend. #Republican2024 #Election2024,2025-05-15 17:25:07.680411,New York,Republican,64,416,campaign rally scheduled for this weekend republican election,rally scheduled weekend republican,neutral,0.9309176802635193,1,0.9323238,2025-05-15
tweet_73,Weak debate performance. No real solutions offered. #Republican2024 #Election2024,2025-05-14 17:25:07.680544,Florida,Republican,94,301,weak debate performance no real solutions offered republican election,weak debate performance real solutions offered republican,negative,0.8771274089813232,4,0.9572164,2025-05-14
tweet_74,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-05-24 17:25:07.681652,California,Democrat,89,263,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-05-24
tweet_75,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-04-27 17:25:07.681874,Texas,Democrat,6,195,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-04-27
tweet_76,Another broken promise from politicians. #Republican2024 #Election2024,2025-05-16 17:25:07.682048,Pennsylvania,Republican,35,216,another broken promise from politicians republican election,another broken promise politicians republican,negative,0.8090128302574158,1,0.9448747,2025-05-16
tweet_77,Candidate will speak at town hall meeting tomorrow. #Democrat2024 #Election2024,2025-05-22 17:25:07.682212,California,Democrat,23,191,candidate will speak at town hall meeting tomorrow democrat election,speak town hall meeting tomorrow democrat,neutral,0.9249477386474609,1,0.9534986,2025-05-22
tweet_78,Weak debate performance. No real solutions offered. #Democrat2024 #Election2024,2025-05-10 17:25:07.682369,Pennsylvania,Democrat,11,368,weak debate performance no real solutions offered democrat election,weak debate performance real solutions offered democrat,negative,0.8853272199630737,4,0.9572162,2025-05-10
tweet_79,Terrible policy decision. This will hurt the economy. #Independent2024 #Election2024,2025-05-18 17:25:07.682528,California,Independent,61,83,terrible policy decision this will hurt the economy independent election,terrible policy decision hurt economy independent,negative,0.9372010231018066,0,0.9477751,2025-05-18
tweet_80,Election day is approaching quickly. #Independent2024 #Election2024,2025-05-08 17:25:07.682676,California,Independent,99,395,election day is approaching quickly independent election,day approaching quickly independent,neutral,0.7798275351524353,2,0.92728734,2025-05-08
tweet_81,Campaign rally scheduled for this weekend. #Republican2024 #Election2024,2025-05-20 17:25:07.682858,Florida,Republican,77,222,campaign rally scheduled for this weekend republican election,rally scheduled weekend republican,neutral,0.9309176802635193,1,0.9323238,2025-05-20
tweet_82,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-12 17:25:07.683011,Pennsylvania,Democrat,68,98,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-12
tweet_83,This candidate is out of touch with regular people. #Independent2024 #Election2024,2025-05-06 17:25:07.683168,Florida,Independent,52,150,this candidate is out of touch with regular people independent election,touch regular people independent,negative,0.8877984881401062,2,0.9272873,2025-05-06
tweet_84,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-17 17:25:07.683318,Texas,Republican,38,397,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-17
tweet_85,"Same old politics, nothing will change. #Independent2024 #Election2024",2025-05-04 17:25:07.683481,Pennsylvania,Independent,74,145,same old politics nothing will change independent election,old politics nothing change independent,negative,0.7021893858909607,3,0.9439464,2025-05-04
tweet_86,Candidate will speak at town hall meeting tomorrow. #Democrat2024 #Election2024,2025-05-01 17:25:07.683630,Florida,Democrat,16,252,candidate will speak at town hall meeting tomorrow democrat election,speak town hall meeting tomorrow democrat,neutral,0.9249477386474609,1,0.9534986,2025-05-01
tweet_87,Election day is approaching quickly. #Democrat2024 #Election2024,2025-05-18 17:25:07.683785,Texas,Democrat,26,121,election day is approaching quickly democrat election,day approaching quickly democrat,neutral,0.6026833057403564,2,0.92728734,2025-05-18
tweet_88,Strong leadership when we need it most. #Republican2024 #Election2024,2025-05-21 17:25:07.683968,New York,Republican,7,495,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-05-21
tweet_89,Voter registration deadline is next month. #Republican2024 #Election2024,2025-05-20 17:25:07.684133,California,Republican,44,131,voter registration deadline is next month republican election,voter registration deadline next month republican,neutral,0.9182999730110168,2,0.9500379,2025-05-20
tweet_90,Finally a candidate who listens to working people! #Independent2024 #Election2024,2025-05-08 17:25:07.684309,Pennsylvania,Independent,53,166,finally a candidate who listens to working people independent election,finally listens working people independent,positive,0.600748598575592,4,0.94134796,2025-05-08
tweet_91,Another broken promise from politicians. #Independent2024 #Election2024,2025-05-20 17:25:07.684531,New York,Independent,44,140,another broken promise from politicians independent election,another broken promise politicians independent,negative,0.8059149384498596,1,0.9448747,2025-05-20
tweet_92,Another broken promise from politicians. #Republican2024 #Election2024,2025-05-18 17:25:07.684721,California,Republican,2,460,another broken promise from politicians republican election,another broken promise politicians republican,negative,0.8090128302574158,1,0.9448747,2025-05-18
tweet_93,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-04-29 17:25:07.685422,California,Independent,24,311,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-04-29
tweet_94,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-01 17:25:07.685601,Florida,Democrat,44,159,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-01
tweet_95,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-06 17:25:07.685782,New York,Democrat,35,226,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-06
tweet_96,Terrible policy decision. This will hurt the economy. #Democrat2024 #Election2024,2025-05-12 17:25:07.685957,California,Democrat,48,13,terrible policy decision this will hurt the economy democrat election,terrible policy decision hurt economy democrat,negative,0.9406500458717346,0,0.9477752,2025-05-12
tweet_97,Great policy speech today! Really inspiring vision for the future. #Republican2024 #Election2024,2025-05-05 17:25:07.686115,New York,Republican,15,470,great policy speech today really inspiring vision for the future republican election,great policy speech today really inspiring vision future republican,positive,0.9801842570304871,3,0.967819,2025-05-05
tweet_98,Finally a candidate who listens to working people! #Democrat2024 #Election2024,2025-05-11 17:25:07.686276,Florida,Democrat,23,155,finally a candidate who listens to working people democrat election,finally listens working people democrat,positive,0.804597795009613,4,0.94134796,2025-05-11
tweet_99,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-05-19 17:25:07.686412,Texas,Democrat,59,177,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-05-19
tweet_100,Strong leadership when we need it most. #Republican2024 #Election2024,2025-05-23 17:25:07.686561,New York,Republican,62,144,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-05-23
tweet_101,Strong leadership when we need it most. #Republican2024 #Election2024,2025-04-29 17:25:07.686712,Pennsylvania,Republican,12,45,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-04-29
tweet_102,Love the new healthcare plan - this will help so many families! #Independent2024 #Election2024,2025-05-22 17:25:07.686884,California,Independent,65,9,love the new healthcare plan this will help so many families independent election,love new healthcare plan help many families independent,positive,0.9835608005523682,1,0.96458066,2025-05-22
tweet_103,New poll shows tight race in key swing states. #Independent2024 #Election2024,2025-05-14 17:25:07.687111,Pennsylvania,Independent,32,373,new poll shows tight race in key swing states independent election,new poll shows tight race key swing states independent,neutral,0.8678157925605774,0,0.96445656,2025-05-14
tweet_104,Candidate will speak at town hall meeting tomorrow. #Independent2024 #Election2024,2025-05-06 17:25:07.687557,Texas,Independent,62,216,candidate will speak at town hall meeting tomorrow independent election,speak town hall meeting tomorrow independent,neutral,0.9503028392791748,1,0.95349854,2025-05-06
tweet_105,Campaign rally scheduled for this weekend. #Republican2024 #Election2024,2025-05-14 17:25:07.687702,California,Republican,97,104,campaign rally scheduled for this weekend republican election,rally scheduled weekend republican,neutral,0.9309176802635193,1,0.9323238,2025-05-14
tweet_106,Terrible policy decision. This will hurt the economy. #Republican2024 #Election2024,2025-05-11 17:25:07.687805,Florida,Republican,80,196,terrible policy decision this will hurt the economy republican election,terrible policy decision hurt economy republican,negative,0.9369646310806274,0,0.9477752,2025-05-11
tweet_107,Campaign rally scheduled for this weekend. #Republican2024 #Election2024,2025-05-04 17:25:07.687931,Pennsylvania,Republican,52,164,campaign rally scheduled for this weekend republican election,rally scheduled weekend republican,neutral,0.9309176802635193,1,0.9323238,2025-05-04
tweet_108,Campaign rally scheduled for this weekend. #Republican2024 #Election2024,2025-05-06 17:25:07.688017,California,Republican,0,50,campaign rally scheduled for this weekend republican election,rally scheduled weekend republican,neutral,0.9309176802635193,1,0.9323238,2025-05-06
tweet_109,Finally a candidate who listens to working people! #Democrat2024 #Election2024,2025-05-26 17:25:07.688099,California,Democrat,31,33,finally a candidate who listens to working people democrat election,finally listens working people democrat,positive,0.804597795009613,4,0.94134796,2025-05-26
tweet_110,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-05-25 17:25:07.688178,New York,Democrat,49,267,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-05-25
tweet_111,Voter registration deadline is next month. #Republican2024 #Election2024,2025-04-27 17:25:07.688259,New York,Republican,56,400,voter registration deadline is next month republican election,voter registration deadline next month republican,neutral,0.9182999730110168,2,0.9500379,2025-04-27
tweet_112,Strong leadership when we need it most. #Republican2024 #Election2024,2025-05-13 17:25:07.688339,Texas,Republican,74,434,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-05-13
tweet_113,Voter registration deadline is next month. #Democrat2024 #Election2024,2025-05-21 17:25:07.688423,Texas,Democrat,97,337,voter registration deadline is next month democrat election,voter registration deadline next month democrat,neutral,0.9037363529205322,2,0.950038,2025-05-21
tweet_114,"Excellent debate performance. Clear, honest answers. #Independent2024 #Election2024",2025-05-25 17:25:07.688503,Florida,Independent,37,480,excellent debate performance clear honest answers independent election,excellent debate performance clear honest answers independent,positive,0.9280513525009155,3,0.9591121,2025-05-25
